business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open
__I81oH6jmYwh1YXjVWsWA,"The Corkscroo Bar & Pizzeria","10 E 9th St",Reno,NV,89501,39.536073,-119.815973,4.5,14,0
__Jhyl5p8bfnnYOGjwPtsg,"Al-Sham Restaurant","201 W Boise Ave",Boise,ID,83706,43.585883,-116.183792,4.0,19,0
__Ld2XsuPMHjo5uzLF0sXQ,"Hand & Stone Massage and Facial Spa","2500 Grant Ave",Philadelphia,PA,19114,40.078370,-75.025516,3.0,93,1
__LrkbeqnfmprmB98uLZ6A,"Dollar or Two","1305 W Chester Pike",Havertown,PA,19083,39.974273,-75.322610,2.0,6,1
__NA1bpnfNRvjIQkNo5_HA,"Elliston Place Smoke Shop","2204 Elliston Pl, Ste H",Nashville,TN,37203,36.151403,-86.804034,3.5,15,1
__q2lqxbh1tnug8xyzhYLg,"E.Sierra Media","1855 Sullivan Ln, Ste 215,",Sparks,NV,89431,39.549750,-119.771804,4.0,5,1
__qax_vxKX9FjNNyye9z9A,"Fast Freddie's Diner","624 W Main St",Hendersonville,TN,37075,36.303067,-86.637579,4.0,6,0
__QqLzVxwrrdBuc-5evfqA,"Windermere Animal Hospital","9785 Olympia Dr",Fishers,IN,46037,39.929815,-85.984047,4.0,13,1
__qZrCESIQTMEtXTIhcXsw,"Bo'diddly's Pub & Grill","2331 66 St NW, Ste 101",Edmonton,AB,"T6K 4B4",53.454957,-113.430920,3.0,8,0
__rP5Fy4peONwyjcmbFfwg,"Ellas Frozen Yogurt & Candy Shop","520 North State Rd 135, Ste A",Greenwood,IN,46142,39.621108,-86.159781,4.5,33,1
__UJ0y9HkJ8KTswmMZJRlA,"Istanbul Cafe","109 Royal St","New Orleans",LA,70130,29.953556,-90.068844,4.5,91,1
__VZ9oVOU4xIK4JnagYIHQ,"Utopia Studios","3957 Park Ave","Saint Louis",MO,63110,38.622202,-90.246493,3.0,9,1
__W6-4Xm_CHd0rmg18mhrQ,"Liberto Cleaners","8128 Willow St","New Orleans",LA,70118,29.949040,-90.128588,4.5,46,1
__WSPB2Wq2DLllZ9TPV8OQ,"Rose Bank Winery","258 Durham Rd",Newtown,PA,18940,40.249693,-74.952708,3.5,95,1
__YGMQexDIqJKtYynxh5gg,Lou,"1304 McGavock Pk",Nashville,TN,37216,36.204176,-86.725242,4.5,89,1
__yJPcT-C68DuQ4dHdsrmg,"Dentistry on 1st","4801 N 1st Ave",Tucson,AZ,85718,32.294130,-110.961644,2.5,20,1
_--enhHgze7cbOhO6IGRRg,"Creative Bridewear","720 Bobwhite Ln","Huntingdon Valley",PA,19006,40.150269,-75.039325,5.0,22,1
_-0n5-6jEUC8lVYIY4VaYA,"Jessica Shaun","4139 Manchester Ave","Saint Louis",MO,63110,38.627843,-90.251824,5.0,10,1
_-1bNXIuu9Ez0FO44sFGmw,"Indianapolis Racquet Club","8249 Dean Rd",Indianapolis,IN,46240,39.906288,-86.097074,4.5,7,1
_-337VZauaJhDksxgB4aFA,"Lindo Mexico II","997 E County Line Rd",Greenwood,IN,46143,39.635259,-86.084381,4.0,123,1
_-72yXflLxu0qrTcT0s2xQ,"Paddy Wagon Irish Pub Downtown Tampa","813 N Tampa St",Tampa,FL,33602,27.951074,-82.460145,3.5,5,1
_-85zXi_ykRNo5rtbrAmIA,"Quality Plus Cleaners","30575 US 19 N","Palm Harbor",FL,34684,28.112130,-82.739210,2.5,8,0
_-8jQkki4Q5XohOeLwNP7g,"West Chester AutoHaus","700 E Market St","West Chester",PA,19382,39.963981,-75.594278,5.0,7,0
_-8TAMmIbDGkZCXAqSkFMg,"Slack's Hoagie Shack","158 Baltimore Pike",Springfield,PA,19064,39.923569,-75.316495,3.5,58,1
_-ag9LGrOJkJW3bXmtAv-w,Walgreens,"2418 S Carrollton Ave","New Orleans",LA,70118,29.956463,-90.120439,2.5,33,1
_-AIbZSkfTFtgn_kKsk7Xw,"Schlemer's Lounge","109 W MacArthur Dr","Cottage Hills",IL,62018,38.903531,-90.070626,2.5,5,1
_-BFOIdAdk-1ejLSPmaTsQ,"The Hungry Greek","2689 Gulf To Bay Blvd",Clearwater,FL,33759,27.960089,-82.727512,4.0,62,0
_-e1OGfmj4ttIEunYzgLGA,Supercuts,"2125 66Th St, Crossroads Shopping Center","Saint Petersburg",FL,33710,27.790254,-82.726474,3.5,15,1
_-eYjGpe71Y0kJYUJxYV4Q,"Little Caesars Pizza","2364 E Stop 11 Rd",Indianapolis,IN,46227,39.650816,-86.119769,1.5,8,1
_-fCzPISzr0cU8zYJMnkSQ,"Argyles Deli","254 W 1st St",Reno,NV,89501,39.524884,-119.816234,3.5,12,0
_-GYicUDtfIfMs2SiXdJIA,"Kung Fu Tea","22 Lancaster Ave",Ardmore,PA,19003,40.008069,-75.291949,4.0,32,1
_-Hb1EU4g276npfZjAFhOw,"K9 Adventures","30860 US Hwy 19 N","Palm Harbor",FL,34684,28.052809,-82.739553,4.5,7,1
_-I0u6nMuozM3zjC2uJuYg,"Nü Mobile Auto Detailing","1015 W. Kirkland Ave, Ste 205",Nashville,TN,37216,36.210301,-86.735939,3.5,17,1
_-jdAIUs1nZt9eBuU4ramg,"Enterprise Rent-A-Car","3859 99th St",Edmonton,AB,"T6E 6H6",53.473523,-113.485290,2.0,8,1
_-L4qMRauIHVcIDneEx12g,"Flip Flops Cantina Grille","13645 Big Bend","Valley Park",MO,63122,38.568337,-90.478047,2.5,11,0
_-MEpxe4XRNxYL4T67YRSg,"WeWork Market St.","1601 Market St, Fl 19",Philadelphia,PA,19103,39.953097,-75.167358,3.5,5,1
_-MvmxCwyHaB4KPaxV-Sxg,"Franklin Commons Apartment Homes","1400 Cardinal Dr",Bensalem,PA,19020,40.101976,-74.934186,1.5,12,1
_-N3lW3Avv5_9HupCBzW2A,"Heavenly Ham","State Hwy 73 & Greentree N",Marlton,NJ,08053,39.908766,-74.939684,3.0,7,0
_-OS3-VMVJKbFeO-sCLoNQ,"Red Lobster","1814 Gallatin Pike N, ACROSS FROM RIVERGATE MALL",Madison,TN,37115,36.299422,-86.697856,3.0,44,1
_-otZU2dbPrEZyaVSMmvDg,"Little Vic's","719 Toulouse St","New Orleans",LA,70130,29.957487,-90.065826,4.0,186,0
_-OXe_vQnPRZp7-JBqXmbA,"India Palace Indian Restaurant","101 N Maryland Ave",Wilmington,DE,19804,39.729730,-75.584638,4.5,84,1
_-PcEXMgZ7Wiva0fYBZCqQ,"Things Remembered","350 N Milwaukee St",Boise,ID,83704,43.608604,-116.278252,2.5,5,0
_-pljHy_NUTTdd4dQBL-Yg,"Hunter's Den Restaurant","3517 Old Capitol Trl",Wilmington,DE,19808,39.730836,-75.632038,2.5,31,0
_-pvGUjCHAnfMlPRObpJcw,"Dairy Queen","108 Street Rd",Southampton,PA,18966,40.181211,-75.055981,3.0,9,1
_-qMwuEFcz_karr9xRxKYw,"Ashes Cigars","4453 Main St",Philadelphia,PA,19127,40.026891,-75.226540,4.5,16,0
_-rkYM0q33_0lzmsA1ODBQ,"King Baby Studio","2814 12th Ave S",Nashville,TN,37204,36.121858,-86.790178,4.5,8,1
_-RLGWamu1SEabz9Y5RD_A,"Best Buy Fairview Heights","26 Plaza Dr","Fairview Heights",IL,62208,38.598927,-89.994155,3.5,26,1
_-rP1naEtvwxBHOSYIG6ww,"Corner Pub - Brentwood","710 Old Hickory Blvd",Brentwood,TN,37027,36.040986,-86.770153,3.0,154,1
_-RzqXBIVN5IhBiEJk-Z7Q,iTREKKERS,"500 E Kennedy Blvd, Ste 304",Tampa,FL,33602,27.948558,-82.456055,5.0,5,0
_-SSObHzljeA11HAF0lIrQ,Hardee's,"4116 W Hillsborough Ave",Tampa,FL,33614,27.995521,-82.512474,2.5,27,0
_-SxTpN4usnSeevSl-ZYbg,"Officemax 1218","10595 N Oracle Rd",Tucson,AZ,85737,32.400039,-110.958906,3.5,12,1
_-vALzH-z7SoHyBYXE9EDw,"Dental Studio 4 Kids","4675 Van Dyke Rd, Ste B",Lutz,FL,33558,28.128113,-82.518454,4.5,8,1
_-VyFI7qvZz8rOwBHtx3ZQ,"Forever 21","500 Port of New Orleans Pl, Ste 128, Outlet Collection at Riverwalk","New Orleans",LA,70124,29.947184,-90.062725,2.0,10,1
_-wIHIzRdvqPQlzTu8oVSQ,"Charlene Hirsch, DMD","738 S 10th St",Philadelphia,PA,19147,39.940717,-75.159506,4.5,6,0
_-Wlo1MmNd74dqMVXiu-HA,"Green City Beauty","1036 Pine St",Philadelphia,PA,19107,39.944668,-75.159531,5.0,38,1
_-XYJgVGrNMtn_S6nPm-GQ,"Vinnie's Italian Beef and Gyros","3208 Ivanhoe Ave","Saint Louis",MO,63139,38.605490,-90.303558,4.5,188,1
_-y80XtqB8fDyFtXo1mD6Q,"Louisiana State Museum - The Cabildo","701 Chartres St","New Orleans",LA,70130,29.957619,-90.063893,4.5,79,1
_0-6uHKoz1tWsKC2bFzlpg,"UFC GYM Reno","4875 Kietzke Ln",Reno,NV,89509,39.478328,-119.797929,5.0,20,1
_0-hSA71VEhKa6flEVn3MA,"Banquet Masters","13355 49th St N",Clearwater,FL,33762,27.893170,-82.698796,2.0,7,1
_0-qs0PG-XJWaG63IaRzTA,"Wilson's Pub","401 Harmony Rd",Gibbstown,NJ,08027,39.816077,-75.261272,4.0,7,1
_006yFeQQGTBd1NzFjm9QA,"Venus Nails","7870 N Oracle Rd",Tucson,AZ,85704,32.349374,-110.973716,4.0,20,1
_04-HPScnydxc8m4B3bnhw,"ACME Markets","2098 Naamans Rd",Wilmington,DE,19810,39.823704,-75.500199,2.5,21,1
_04zRVBKs7Cqsc3TWf-KRg,"Muva’s Kitchen","3037 Lafayette Rd",Indianapolis,IN,46222,39.810590,-86.221220,4.0,34,1
_05DcCQmCP5aGnfCnI4r9Q,"Capital One Café","135 S 17th St, Ste A",Philadelphia,PA,19103,39.950054,-75.168914,4.0,178,1
_05zwVNkOSa9Kym6-omCnQ,"Gordi's Restaurant","1515 E Fletcher Ave",Tampa,FL,33612,28.068724,-82.441292,3.0,5,0
_06Jj_tcAZtx-VHyVAIPkg,"Air West Air Conditioning","2111 Sunnydale Blvd",Clearwater,FL,33765,27.986575,-82.750053,3.5,10,1
_07RALXKTwFO1hooTQ57gg,"Allen's Kennel","116 Bortons Landing Rd, Ste A",Moorestown,NJ,08057,39.977870,-74.925514,4.0,16,1
_0BBv2YQEgxugriq2CF3jg,"Flooring Direct","4844 E Speedway Blvd",Tucson,AZ,85712,32.235951,-110.889189,5.0,16,1
_0dQs7RgWjUXGi6zbN4J9A,"Payless Furniture","4009 W Hillsborough Ave",Tampa,FL,33614,27.996432,-82.509578,4.0,8,1
_0JAjja8Pc2StBrhEgdf5Q,"Corner Bakery Cafe","3 West Rd",Newtown,PA,18940,40.234276,-74.944740,3.0,66,0
_0JDs_1DLtLH5XppCbSk_A,"Aromatic House of Kabob","113 Chestnut St",Philadelphia,PA,19106,39.948399,-75.143140,3.5,29,0
_0ki9SYy99XWYWT2quHPNA,"The Grandel","3610 Grandel Square","St. Louis",MO,63108,38.640358,-90.231467,4.0,5,1
_0LfTabLvmU6SssmuNoRHA,"Scout's Pub","158 Front St, Ste 120",Franklin,TN,37064,35.928818,-86.920112,3.5,77,1
_0Ms7PSWxOtmgx1RLIImbg,"Best Friends Pet Hotel","2500 Route 73",Cinnaminson,NJ,08077,39.973878,-75.008383,3.5,34,1
_0n6wL1_GFOBjNY2vc-5qg,"House Of Nour","2928 S Brentwood Blvd",Brentwood,MO,63144,38.609168,-90.349628,4.5,29,1
_0niL5sBVnKCLOPnk8SnTQ,"Ciao Ice Cream Bar","63 Baymont St",Clearwater,FL,33767,27.982005,-82.825705,4.5,11,0
_0NxSnleA_EBkW1fgsY7HA,"Christ Church Nashville","15354 Old Hickory Blvd",Nashville,TN,37211,36.041786,-86.729947,5.0,7,1
_0qMCeITOpOHN9Ea_33kmA,"Harbor Bar","840 Main St","Safety Harbor",FL,34695,27.990478,-82.696008,3.5,14,1
