user_id,name,review_count,yelping_since,useful,funny,cool,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
__3qSojV4cfZpPrehafXAg,Brock,47,"2015-07-26 15:10:42",35,3,21,1,3.79,0,0,0,0,0,0,1,0,0,0,0
__3YEtSZ6rsKBVCf5s5qAg,Matt,2,"2015-11-13 02:19:34",0,0,0,0,5.00,0,0,0,0,0,0,0,0,0,0,0
__4_h5G_Ufmt47ThJ609Mw,Leidy,8,"2012-06-27 00:03:28",2,0,0,0,4.63,0,0,0,0,0,1,0,0,0,0,0
__4_kZoEZq_OXbNiiHm16g,AJ,10,"2017-10-06 22:52:29",0,0,1,0,4.60,0,0,0,0,0,0,0,0,0,0,0
__42rqNlF9Ze7nk9Yxghsg,Kristen,21,"2015-01-02 06:05:13",18,1,3,0,3.19,0,0,0,0,0,0,1,0,0,0,0
__44_SlFReI1CKepm7X1HQ,Jill,3,"2014-07-27 06:02:38",1,0,1,0,3.67,0,0,0,0,0,0,0,0,0,0,0
__46XuGy-nR4Koll43rccg,Chelsey,13,"2014-05-21 07:10:35",6,2,3,1,3.06,0,0,0,0,0,1,0,0,0,0,0
__48dJJcPvNgqUlEozwtpw,Jen,319,"2010-12-08 06:49:51",562,156,265,23,3.86,15,1,0,0,0,10,27,18,18,18,13
__4cagAkXfGa-tO-5kG9qQ,Antoine,2,"2013-10-05 00:33:05",0,0,0,0,2.50,0,0,0,0,0,0,0,0,0,0,0
__4cMPT31BPFMZ-xs9exlQ,Brian,2,"2014-03-26 18:30:09",3,2,1,0,1.00,0,0,0,0,0,0,0,0,0,0,0
__4gz7omkBblklYUJ3xbFw,Aaron,19,"2013-05-16 04:50:50",45,9,5,0,3.03,0,0,0,0,0,0,0,0,0,0,0
__4kMPZSmBado36wdiPqnA,"Dennis Lee",1,"2019-05-25 15:34:50",1,0,1,0,5.00,0,0,0,0,0,0,0,0,0,0,0
__5-Srr4AGAFGPakPBEl6A,Bill,21,"2016-10-15 20:58:12",30,5,1,0,3.07,0,0,0,0,0,0,0,0,0,0,0
__5f0-NWWsj7xy0iT-GXvg,Joleen,4,"2018-05-18 21:27:43",3,1,0,0,3.00,0,0,0,0,0,0,0,0,0,0,0
__5GdB5sdAVvKr8-3kaVLA,Terrence,4,"2018-05-20 00:18:22",0,0,0,0,5.00,0,0,0,0,0,0,0,0,0,0,0
__5hPiZq3yjgxgqLiJM07w,Stacy,2,"2017-12-13 19:13:25",0,0,0,0,5.00,0,0,0,0,0,0,0,0,0,0,0
__5kKIhUhAdiRU4vnBg6lg,Michael,5,"2019-05-29 01:48:57",1,0,0,0,4.20,0,0,0,0,0,0,0,0,0,0,0
__5TMbfi4GDzaXxHofWYkw,Zach,2,"2015-01-10 23:11:09",2,0,2,0,5.00,0,0,0,0,0,0,0,0,0,0,0
__5UDOX88ajC8pOY95FJpg,Anne,2,"2016-04-09 23:26:54",1,1,1,0,3.00,0,0,0,0,0,0,0,0,0,0,0
__5uiejeG-_oCWne_7zPJw,Erica,10,"2011-06-04 14:48:01",23,13,5,0,3.00,0,0,0,0,0,1,0,1,1,0,0
__5UtPO603Sjsoz7mNW7vA,Lushez,4,"2012-06-16 14:32:04",1,0,1,0,3.25,0,0,0,0,0,0,0,0,0,0,0
__5vxISy_7-PuvX4rKnNPA,Victoria,1,"2017-02-25 17:27:20",0,0,0,0,3.50,0,0,0,0,0,0,0,0,0,0,0
__6_wsa-K06q6pt2ntzXxg,Bridget,3,"2018-03-06 23:17:31",0,0,0,0,5.00,0,0,0,0,0,0,0,0,0,0,0
__6AxNEIb9DCvQA3737c1g,Kimmie,3,"2013-03-30 23:33:07",2,0,0,0,2.50,1,0,0,0,0,0,0,0,0,0,0
__6fVRjatZbQO1jgd_cjHw,Mackenzie,5,"2017-08-05 23:46:21",1,0,1,2,4.33,0,0,0,0,0,0,0,0,0,0,0
__6MupR2K5__VBGr1zL-LQ,Daniel,15,"2013-12-24 22:28:17",8,1,0,0,2.39,0,0,0,0,0,1,0,0,0,0,0
__6PEhT38KUmHgbu8VUSPQ,Jessica,6,"2014-04-23 21:44:55",5,0,1,0,4.71,0,0,0,0,0,0,0,0,0,0,0
__6Ydt1Bw29m4eoO9zawQw,Wanda,3,"2018-07-19 15:36:14",0,0,0,0,3.67,0,0,0,0,0,0,0,0,0,0,0
__75a7bdgV4QpRuUZkTGBA,Samir,2,"2006-03-23 00:46:37",0,0,0,0,4.50,0,0,0,0,0,0,0,0,0,0,0
__7fGS8fG19Vh1lV-l1eiA,Sri,5,"2011-07-20 23:58:58",3,0,3,0,3.60,0,0,0,0,0,0,1,0,0,0,0
__7H4PTvJNYEjc1sT6ExWw,Payton,1,"2013-09-02 00:03:46",1,2,0,0,1.00,0,0,0,0,0,0,0,0,0,0,0
__7MfSW80h5jp5-exHCoHw,Tony,1,"2017-08-13 15:23:47",6,1,0,0,1.00,0,0,0,0,0,0,0,0,0,0,0
__7nASec9mSyt_njjLC2MQ,Victoria,1,"2018-12-26 21:07:41",0,0,0,0,5.00,0,0,0,0,0,0,0,0,0,0,0
__7NSEsA7UK2QlV2yLNyUQ,Kelsey,6,"2019-01-14 10:22:58",2,0,1,0,3.75,0,0,0,0,0,0,0,0,0,0,0
__7rNTtHLEyXmQQJg3fkFw,Ryan,2,"2020-11-14 17:01:39",1,0,0,0,3.00,0,0,0,0,0,0,0,0,0,0,0
__87V3LYBUn-MUhwvO1cyA,Susanne,33,"2016-03-13 04:39:44",41,7,4,1,3.74,0,0,0,0,0,1,1,0,0,2,0
__8CI-WWQi3jUTpv8MhHEA,Byron,65,"2013-04-04 03:29:37",57,15,15,1,4.01,0,2,0,0,0,4,2,0,0,1,0
__8dFIYBLgZ14ixA0ha_Wg,Meghan,1,"2015-03-22 00:00:32",1,0,0,0,5.00,0,0,0,0,0,0,0,0,0,0,0
__8GaZVjxvWHm1Hip5dH8w,Andrew,225,"2007-10-24 09:20:53",209,73,84,9,4.16,1,0,2,1,0,3,5,8,8,0,0
__8guqPH719f57NcuwzQxg,She,55,"2011-01-27 19:52:40",25,5,12,3,4.49,1,0,0,0,0,0,0,0,0,0,0
__8LXLe-wtFohe5z5BKrdQ,Ann,35,"2015-06-08 02:01:54",8,2,1,1,4.66,0,0,0,0,0,0,0,1,1,0,0
__8T7LgxwaX7gIur8gsZHw,Ashley,10,"2016-05-16 22:52:13",1,0,0,0,3.80,0,0,0,0,0,0,0,0,0,0,0
__8vuZhssj5CvLYhqIpkOA,A.,57,"2013-05-21 15:18:03",132,36,22,1,2.91,0,0,0,0,0,1,3,1,1,0,1
__8WSbQU7u_GMk4jT2oFNw,Angel,1,"2018-10-10 22:06:37",0,0,0,0,1.00,0,0,0,0,0,0,0,0,0,0,0
__93GWaEEcUf9TSyyJbkmQ,Sean,2,"2016-05-17 00:11:08",7,0,2,0,3.00,0,0,0,0,0,0,0,0,0,0,0
__9okWoN84ajEAw7KpcKow,Pam,14,"2013-11-03 21:43:24",13,2,1,0,3.79,0,0,0,0,0,0,0,0,0,0,0
__9SnHQx88aLn_Wq77vhEg,Marlo,2,"2016-05-06 15:08:19",0,0,0,0,5.00,0,0,0,0,0,0,0,0,0,0,0
__9VH0w53QzaDzk2LofKog,Mandy,7,"2015-03-09 21:55:56",5,1,4,0,4.43,0,0,0,0,0,1,0,0,0,0,0
__9WXUoEoptmRFnm_v3kGw,C,3,"2010-06-11 19:15:28",0,0,0,0,4.00,0,0,0,0,0,0,0,0,0,0,0
__A_eQ00LL1cLHzFXCjhyg,Lori,1,"2016-04-02 01:31:33",0,0,0,0,2.00,0,0,0,0,0,0,0,0,0,0,0
__aBtw8CzNP20bKjV4UjjQ,Alex,1,"2011-12-18 17:26:08",0,0,0,0,5.00,0,0,0,0,0,0,0,0,0,0,0
__ADnwtk-7Fn8Gx9kYZpHQ,Mr,3,"2018-08-25 08:17:26",1,2,1,0,1.00,0,0,0,0,0,0,0,0,0,0,0
__aFw9pJ-JiFbvxZ9FG62A,Wendy,3,"2014-08-02 17:18:06",0,0,0,0,3.67,0,0,0,0,0,0,0,0,0,0,0
__aJIrPcOF5KgnMfWdwovQ,Lauren,22,"2015-02-17 06:02:56",10,5,3,0,3.48,0,0,0,0,0,1,0,0,0,0,0
__alWr0umlwh1tXgy1iHaQ,Stacey,4,"2014-07-25 18:32:59",9,3,1,0,3.25,0,0,0,0,0,0,0,0,0,0,0
__AO9bswfbnE_D6XNM4tXw,Sharon,2,"2016-07-05 15:00:01",3,0,0,0,3.67,0,0,0,0,0,0,1,0,0,0,0
__aszZjc1UOdAKHubLWK_w,D,26,"2013-07-11 23:12:46",61,14,15,0,2.93,0,0,0,0,0,0,1,2,2,1,0
__aukycug4z1HRm2ftEEyw,Hannah,4,"2018-07-16 23:00:00",0,0,0,0,5.00,0,0,0,0,0,0,0,0,0,0,0
__AY-mPHZ7y9Z5F_Bq8pkw,Debrya,1,"2020-09-24 23:25:57",2,2,0,0,3.00,0,0,0,0,0,0,0,0,0,0,0
__aYZ3sryEuc5nXTZhSQiQ,Keith,32,"2012-09-08 03:28:59",16,2,2,2,4.45,0,0,0,0,0,0,0,0,0,0,0
__b1EFqE5IWwkrVmN515hQ,Ashley,3,"2010-11-13 23:33:07",0,0,0,0,4.33,0,0,0,0,0,0,0,0,0,0,0
__BB_q3mFCjpSOLE6IeXlw,Kim,3,"2012-02-13 16:16:07",3,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0
__beTg8mwfZNUlrlOiN_vw,Steve,2,"2014-04-17 02:22:58",1,0,0,1,3.00,0,0,0,0,0,0,0,0,0,0,0
__bH-GEoRbjNH1gIvkn1Aw,Andrea,17,"2010-03-08 02:49:43",11,3,2,0,4.26,0,0,0,0,0,2,0,0,0,0,0
__Bj4tKgi15XDib9nVEC8w,Stephan,3,"2014-09-01 02:25:44",1,0,0,0,5.00,0,0,0,0,0,0,0,0,0,0,0
__BJ5vfdmnW7lla-uazEqA,Carley,1,"2019-06-06 19:32:34",1,0,0,0,1.00,0,0,0,0,0,0,0,0,0,0,0
__bk6ED8Z7lB-DvaSzFxtw,Ryan,3,"2016-03-27 14:50:08",3,0,0,0,3.67,0,0,0,0,0,0,0,0,0,0,0
__bMs0nf3_hnhitK91gT4A,Simone,257,"2013-03-16 16:05:57",313,39,70,16,3.55,1,0,0,0,0,6,3,14,14,5,1
__bNtyfhESABQo8PoiYNCA,Allison,5,"2018-11-28 23:27:51",1,0,0,0,2.60,0,0,0,0,0,0,0,0,0,0,0
__brMp3_QvOcFFd30tyOdw,Juan-Carlos,13,"2011-08-06 19:40:29",7,1,2,2,4.36,1,2,0,0,0,0,0,0,0,0,0
__BSi8q5_ZjwKJojafwBMw,Destiny,1,"2015-05-06 14:21:57",0,0,0,0,5.00,0,0,0,0,0,0,0,0,0,0,0
__BWXADNeg5TwqZBAuQmKg,Rachel,2,"2010-11-30 00:44:17",7,2,7,0,4.00,0,0,0,0,0,0,0,0,0,0,0
__bxohtFHFyJ2Pgk0TxrEQ,Stefanie,3,"2013-07-21 00:04:05",12,6,3,0,3.00,0,0,0,0,0,0,0,0,0,0,0
__c-wnP502AkeFO_zh-9NA,Donielle,2,"2021-07-21 08:17:34",0,0,0,0,5.00,0,0,0,0,0,0,0,0,0,0,0
__cc0E7XvuINedSJI_BI3w,Peter,3,"2015-07-08 00:10:54",3,0,0,0,2.00,0,0,0,0,0,0,0,0,0,0,0
__chIxDF1qwdZ2jszhd-AA,Philip,30,"2011-06-15 15:28:33",27,0,3,3,4.86,0,0,0,0,0,0,4,0,0,0,0
__cHUX8TYw9jRgIYo069iA,Christina,27,"2019-05-18 17:12:37",45,38,30,1,3.39,1,0,0,0,0,0,1,0,0,0,0
__Ci0_7FU4J4Ci1CvOLoDw,Julie,4,"2008-06-26 20:18:04",1,0,0,0,2.50,0,0,0,0,0,0,0,0,0,0,0
__cI5K8MXy5Vkj7U5uMLjg,Lei,10,"2011-09-01 18:40:04",7,1,6,0,4.82,0,0,0,1,0,0,0,0,0,0,0
__coGeYC9iki1e9MVyOvew,William,206,"2011-03-12 08:15:33",393,202,149,13,3.16,0,0,0,0,0,6,5,2,2,3,1
__CoKGNog5nujXrXufMg_w,Brandon,3,"2011-10-01 00:54:11",2,0,0,0,3.67,0,0,0,0,0,0,0,0,0,0,0
__CpDhpzWxL_MlXmXo-W7Q,Ryan,9,"2015-07-24 19:43:00",14,4,5,0,5.00,0,0,0,0,0,0,0,0,0,0,0
__cri_ZMQ9yBn964JnAznw,Cassandra,6,"2016-11-17 06:08:51",1,6,0,1,3.00,0,0,0,0,0,0,0,0,0,0,0
__cuMnpYpATYEum3_x3fFA,Theresa,1,"2016-02-11 11:58:09",0,0,0,0,5.00,0,0,0,0,0,0,0,0,0,0,0
__Cwotu1TfRrbhSJZq3Fig,Charlie,4,"2013-10-13 08:56:49",5,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0
__d3AvbtFvdKFPEgQlYQaQ,Jason,300,"2007-07-19 08:06:43",165,43,55,6,4.10,3,3,1,2,0,8,5,10,10,2,2
__d3PpxLj_6jaq9z43E-Fw,Dulce,1,"2019-04-22 20:05:43",0,0,0,0,3.00,0,0,0,0,0,0,1,0,0,0,0
__d9p3ezJMJExan4CxBnyg,Nicole,54,"2014-01-24 22:57:08",41,2,18,1,4.60,2,1,0,0,0,0,0,0,0,0,0
__DFcrXH47AyiCUxz0EIAg,Shannon,1,"2015-04-22 06:19:15",1,0,0,0,1.00,0,0,0,0,0,0,0,0,0,0,0
__DlPGoUdyuwq9pbPZzLRg,Isabel,5,"2016-04-16 12:37:18",1,1,1,1,2.60,0,0,0,0,0,0,0,0,0,0,0
__DpextVkh9LnZGzQ6USVA,Pat,5,"2013-04-15 00:16:39",4,1,0,0,3.40,0,0,0,0,0,0,0,0,0,0,0
__dUOXQ2Pa149eLgsL-tHA,Sparkely,836,"2006-12-30 00:47:12",5982,4189,5042,102,3.91,1646,130,166,305,26,507,2137,1787,1787,247,92
__dw7QlALBET8DjfTtglzQ,Christina,6,"2015-01-31 01:39:50",25,0,2,1,2.33,0,0,0,0,0,0,1,0,0,0,0
__dy6l0gaq0D-pYR9bXsJg,Lana,2,"2015-10-24 01:36:37",12,2,0,0,1.00,0,0,0,0,0,0,0,0,0,0,0
__dzB8vxoa7kkuzXdj4fdw,Nicole,18,"2012-12-09 17:13:14",21,9,14,0,4.58,0,1,0,0,0,0,0,0,0,0,0
__dzl2w5p0ZMtOsy2xfm3g,Haanan,2,"2019-05-14 01:42:38",1,0,0,0,3.00,0,0,0,0,0,0,0,1,1,0,0
__e_qwHYRn5YbEGnU3mT_w,Patrick,48,"2010-03-31 00:28:58",15,4,14,0,4.46,0,0,0,0,0,0,1,2,2,1,0
__E-c6VqhOYo-3S9IQPFYQ,Cale,8,"2013-11-28 20:08:56",11,2,2,0,2.55,0,0,0,0,0,0,1,0,0,0,0
__e8XFDYb7FllFizenkCsg,Shelley,4,"2019-02-24 03:18:48",4,2,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0
__EBIrgpivTDq2KJtlHUFA,Lizzie,7,"2015-10-23 15:47:15",0,2,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0
__efk85BrI-IFyeGl_mixg,Stephanie,21,"2018-05-20 13:09:57",8,0,1,0,3.63,0,0,0,0,0,1,0,0,0,0,0
__ehkjZk4SPy5nj63wLkoQ,Alexis,2,"2016-03-13 02:07:15",1,0,0,0,3.00,0,0,0,0,0,0,0,0,0,0,0
__eHTfobamkomnj7B8l8ZA,Donna,3,"2014-03-03 19:58:17",3,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0
__EisnmsF_K1VLmBspvzZA,Michael,3,"2012-05-05 22:34:31",1,0,0,0,4.33,0,0,0,0,0,0,0,0,0,0,0
__En5NHclfrRvbzVs9SXDw,Elizabeth,26,"2013-10-24 02:31:40",26,9,9,3,4.23,0,0,0,0,0,0,2,1,1,1,0
__eoTi2eVL8ICgjU6CHJEg,Maria,22,"2011-02-02 00:52:43",34,5,4,0,2.45,0,0,0,0,0,1,1,1,1,0,0
__Ev4Tq_OjQTOe4uzduoxw,Holly,16,"2016-09-05 18:03:12",4,0,1,0,3.94,0,0,0,0,0,0,0,0,0,0,0
__EXMOUMDlejOyMT2EDjkg,Jesse,37,"2014-04-07 16:22:59",15,4,7,0,4.05,0,1,0,0,0,0,0,2,2,0,0
__EyMWBWvbS558xkezpfhA,Michael,2,"2014-02-10 22:43:46",1,0,0,0,3.67,0,0,0,0,0,0,0,0,0,0,0
__f_sUhUM3rYOE_kaZrG7Q,Jose,8,"2018-03-28 19:45:54",1,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0
__f0Xl00qBO4mZWDTWvGrw,Mar,3,"2017-07-10 00:11:55",1,0,1,0,3.33,0,0,0,0,0,0,0,0,0,0,0
__f2JNRcp3r9VfuvqYg9VA,Dennis,70,"2008-10-29 08:16:25",174,19,144,2,3.81,1,0,0,0,0,3,2,1,1,0,0
__f3d8VFyKiZcB_e5JIOaw,Kaz,1,"2011-01-22 15:22:16",0,1,1,0,2.00,0,0,0,0,0,0,0,0,0,0,0
__F97mGxWgOt7fqCIqHiUg,Lindsay,1,"2018-09-15 13:53:28",1,1,1,0,1.00,0,0,0,0,0,0,0,0,0,0,0
__FG9G3MFsyX79uhF9klTQ,A,2,"2013-07-27 14:00:33",2,2,0,0,3.00,0,0,0,0,0,0,0,0,0,0,0
__FmDorP3O8sKbRgRf3-LA,Samira,20,"2012-06-28 20:46:43",9,2,3,0,4.05,0,0,0,0,0,0,0,0,0,0,0
__fq_VccoSMF2Ctc3XbT1A,None,46,"2016-12-03 02:14:51",8,3,5,1,2.11,0,0,0,0,0,2,0,0,0,1,0
__Fr4Rnic0xshlszPwtkzg,Shannon,11,"2016-01-18 19:14:40",2,1,2,0,4.73,0,0,0,0,0,0,0,0,0,0,0
__frwZbavHETx0FuaYHEmA,Nicholas,2,"2011-04-12 19:20:16",3,0,0,0,5.00,0,0,0,0,0,0,1,0,0,0,0
__Ful5CX6RCKfLBErK9SOw,James,1,"2016-06-30 03:19:37",1,0,1,0,5.00,0,0,0,0,0,0,0,0,0,0,0
__FwH1ym1rWhm3zSA9WNNQ,Dave,1,"2015-05-23 02:42:16",0,0,0,0,4.00,0,0,0,0,0,0,0,0,0,0,0
__FZk19A7Qy7J4BR7Y33HA,Cheue,61,"2014-09-28 16:30:15",58,10,8,2,3.33,0,0,0,0,0,0,1,0,0,0,0
__FzScrH7kzHXdZpS_wjfA,Jennifer,17,"2008-12-16 18:28:50",52,21,10,1,2.79,1,0,0,0,0,1,0,0,0,0,0
__G_EZc37je6xPdCZkXTLw,Sandy,19,"2015-11-10 19:42:42",17,5,5,0,3.70,0,0,0,0,0,0,2,1,1,1,0
__G-l32r5jBAqkPMwf-WVw,John,6,"2010-06-25 15:54:15",5,0,1,0,4.00,0,0,0,0,0,0,0,0,0,0,0
__G1pohy0GaXoxN7LfJsHQ,David,3,"2018-09-07 12:55:00",3,0,0,0,3.67,0,0,0,0,0,0,0,0,0,0,0
__G2DB1s1ki6U25VzLQ15w,Jacqueline,14,"2013-08-20 20:58:07",25,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0
__gBB440YmLtAmWQwuL6mw,Jess,91,"2011-11-11 00:42:45",154,74,53,6,3.87,0,1,0,0,0,2,4,1,1,2,1
